단지코드,총세대수,공가수,평균면적,평균임대보증금,평균임대료,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,지역점수,국민임대A,국민임대B,공공임대(50년)A,영구임대C,임대상가D,영구임대E,영구임대F,국민임대E,국민임대G,국민임대H,공공임대(10년)A,공공임대(분납)A,장기전세A,영구임대I,공공분양D,영구임대A,행복주택J,행복주택K,행복주택L,공공임대(5년)A,행복주택M,행복주택N,행복주택O,임대건물구분_상가,임대건물구분_아파트,지역_강원도,지역_경기도,지역_경상남도,지역_경상북도,지역_광주광역시,지역_대구광역시,지역_대전광역시,지역_부산광역시,지역_서울특별시,지역_세종특별자치시,지역_울산광역시,지역_전라남도,지역_전라북도,지역_제주특별자치도,지역_충청남도,지역_충청북도
C1234,-1.0205778464179058,-1.1466070682382663,0.9400915383997241,0.06675419874255048,-0.23520606948149317,-0.3377348533104753,-0.6196568286118721,-0.9295746829715554,-0.6246679416800466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1236,0.888393667622523,1.5521091514395313,0.31642279450064725,0.0020172909085897158,-0.22387983987984106,-0.3377348533104753,-0.6196568286118721,1.5911154795631073,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1244,2.2856580071527266,-0.2791625690561171,0.14498196453693377,1.130446972913306,0.7996119627206152,-0.3377348533104753,2.213060102185257,2.571691652680987,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1258,0.2248099344677105,-1.2429897903696163,-0.7999202276819121,-0.4387403508590465,-0.18729164173072277,-0.3377348533104753,-0.2655672122622309,0.28645057126219947,-0.1310495911823402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1263,-1.1117037816046584,-0.8574589018442166,-0.4816052904343748,-0.8840523746385087,-0.3967874661969125,-0.3377348533104753,0.4426120204370515,-0.943424628919548,-0.5965636130277995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C1268,0.6804396104014726,0.7810473743887321,0.1770851136667027,-0.2373305050180018,0.1114536613212317,-0.3377348533104753,4.337597800283104,0.9872578362306277,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1269,-0.4270909864836722,-1.1466070682382663,0.34991817508268697,-0.12608393385383515,0.3126265157854838,-0.3377348533104753,-0.2655672122622309,0.04823150095672584,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1281,-0.22848317902536566,-0.8574589018442166,-0.2921840689723754,-0.12037020713244147,-0.4996513889629566,-0.3377348533104753,-0.2655672122622309,0.07870138204230967,-0.5490624380419535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1284,-0.5041975470263089,-1.2429897903696163,1.4195663662717886,0.7382870644989067,0.08310286762901972,-0.3377348533104753,0.4426120204370515,-0.03209818554163154,-0.1310495911823402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1286,0.40939836728190127,1.3593437071768317,3.3418190316740204,0.8090380338419545,3.576052677218376,-0.3377348533104753,-0.6196568286118721,1.2005470038297146,-0.5187367388626676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1301,-0.9434712858752693,0.5882819301260322,-0.9593955450633507,-0.6512997856622291,-0.10436510204354382,-0.3377348533104753,0.0885224040874103,-0.6498057748221038,-0.4386116422496151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1307,-0.5556019207214,-0.375545291187467,0.311822329676846,0.7548383137253744,0.5498456862223965,-0.3377348533104753,-0.2655672122622309,-0.3284870288286743,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1309,-0.842999100925773,0.20275104160063254,0.28931675454534267,-0.23521158787860758,-0.6668458405199943,-0.3377348533104753,0.0885224040874103,-0.4697564774981994,-0.5187367388626676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1310,0.6851127352828446,0.3955164858633324,-0.19907697445530584,-0.34548484585642797,-0.3146268791707243,-0.3377348533104753,0.7967016367866927,1.056507565970591,-0.6246679416800466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1312,-0.5275631714331684,-0.08639712479341723,-0.03300842810300991,-0.020126257091659824,-0.3735293144353652,-0.3377348533104753,-0.2655672122622309,-0.07641801257520803,-0.39213862209236117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C1316,-1.4878903345550978,-0.5683107354501669,-0.6140011088198795,0.8684189526027749,-1.2630363321853788,-0.3377348533104753,-0.6196568286118721,-1.4614126073744733,-0.39213862209236117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C1319,-0.5789675451282595,0.29913376373198247,-0.17754302366156746,-0.5417093719104346,-0.46176478906204343,-0.3377348533104753,-0.9737464449615132,-0.35064694234546256,-0.1310495911823402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1320,2.224907383694892,2.130405484227631,-0.747148665161744,-0.6691622898794825,0.17244213899535094,-0.3377348533104753,0.0885224040874103,3.0287398689647445,-0.1310495911823402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1326,2.7810092445781502,2.9014672612784302,-0.9181623368970065,-1.4803166063949633,-1.5595551904199771,-0.3377348533104753,0.0885224040874103,3.089679631135912,-0.4360660857007763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1328,0.5799674254519763,2.226788206358981,-0.2473592913489925,2.958671855062993,-0.33236004951024367,-0.3377348533104753,3.983508183933463,0.8764582686466864,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1329,0.603333049858836,1.6484918735708813,0.14622999467944547,-0.2234690899815606,-0.36134522844531924,-0.3377348533104753,-0.6196568286118721,0.6105393064452275,-0.4360660857007763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1338,-0.2845606776018287,0.009985597337932698,0.19317638727014488,0.3498709035062622,0.4475651052139426,2.2476836789283356,-0.2655672122622309,-0.009938272024843299,-0.4360660857007763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1340,-0.4481200484498458,0.7810473743887321,-0.4878631504858195,-0.687555868502424,0.08366767060736789,-0.3377348533104753,-0.2655672122622309,-0.08749796933360215,-0.5490624380419535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1341,0.4164080546039592,-0.5683107354501669,-0.7123875400048685,-0.5276860878494823,-0.20966418607343187,-0.3377348533104753,-0.9737464449615132,0.4886597821028922,-0.6862654615553619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1343,-0.3359650512969198,-0.47192801331881695,0.09511923949783514,0.06924557726647132,0.3114300295963651,2.2476836789283356,0.0885224040874103,-0.0736480233856095,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1344,-0.7472000408576487,-1.2429897903696163,2.780956040832726,6.5239871941620065,2.26321711621055,-0.3377348533104753,-0.2655672122622309,-0.24261736395111985,0.39820682601643603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1350,1.5356214636925338,-1.0502243461069165,2.0806582811199843,0.0888580856285162,-0.1965138731235197,-0.3377348533104753,0.7967016367866927,2.995499998689562,-0.688496101926454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1357,0.3836961804343557,1.3593437071768317,2.8149786676814825,2.5107023612871076,3.426992044558806,-0.3377348533104753,-0.9737464449615132,1.2365568632944954,-0.4360660857007763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1360,-0.7028053544846155,0.877430096520082,-0.1536653216559402,-0.5272680863304461,-0.664915183797487,-0.3377348533104753,-0.6196568286118721,-0.5334662288589656,-0.27227206955201505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1363,4.262389831973048,-0.18277984692476715,-0.6629032983856779,0.38822641985275014,0.18366333072210875,-0.3377348533104753,0.7967016367866927,3.444238247404524,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1365,0.30658961989171907,-0.7610761797128667,1.0865701643539953,2.1467226378528452,1.4599963833113225,-0.3377348533104753,-0.6196568286118721,0.9650979227138394,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1368,0.35565743114612425,1.5521091514395313,0.46877376648618607,-0.11108929514228742,-0.030383675542353546,-0.3377348533104753,2.213060102185257,0.9567879551450438,-0.27227206955201505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1375,0.030875251890775852,0.7810473743887321,0.9022729305350458,0.3409580362386651,-0.11157133649983039,-0.3377348533104753,2.9212393348845396,0.5717594577908481,-0.1310495911823402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1379,-0.9808562849262447,-0.2791625690561171,-0.2088900496797329,-0.5066900269605477,-0.5855034932308856,-0.3377348533104753,-0.6196568286118721,-0.7883052343020304,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1386,1.7599314579983858,0.20275104160063254,-0.01732665366976695,-0.4950489102228632,-0.8272864286086925,-0.3377348533104753,0.4426120204370515,1.51078579306475,-0.5187367388626676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1394,-0.6490644183488383,-1.2429897903696163,-0.1476282785907275,-0.6377270811538609,-0.7406647555564311,-0.3377348533104753,-0.9737464449615132,-0.624875872115717,-0.5490624380419535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1402,-0.9341250361125254,0.29913376373198247,2.684668687331158,1.7734141895096305,2.707748681008546,-0.3377348533104753,-0.6196568286118721,-0.5833260342717391,-0.5965636130277995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C1406,2.11041582410128,0.009985597337932698,-0.21229626653275013,0.34252165034511944,-0.21924241602251635,-0.3377348533104753,-0.6196568286118721,3.2863488635974076,-0.688496101926454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1407,1.1033574121656313,0.009985597337932698,-0.2105159895797533,0.38144513350697384,-0.04036070360289105,2.2476836789283356,-0.9737464449615132,2.023233793140478,-0.688496101926454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1410,-0.9060862868242939,-0.2791625690561171,0.2817995418490776,-0.551917254680943,-0.5600524982147063,-0.3377348533104753,-0.2655672122622309,-0.012708261214441829,-0.5965636130277995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C1424,-0.2775509902797708,-1.0502243461069165,0.22862930744226176,-0.2650574379701314,0.3391406983661851,-0.3377348533104753,1.1507912531363338,-0.10411790447119333,-0.688496101926454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1426,-0.8640281628919466,-1.0502243461069165,-0.2078457538102853,-0.43530991364008254,-0.028841477593789095,-0.3377348533104753,-0.6196568286118721,-0.6470357856325053,-0.27227206955201505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1428,-0.8616916004512607,-0.6646934575815168,0.17671694229669857,-0.15473022824326577,-0.10519678445681767,-0.3377348533104753,-0.6196568286118721,-0.5390062072381626,-0.6246679416800466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1430,1.8440477058630804,1.8412573178335812,1.2024119334539838,0.7618010333280537,0.17609877612806757,-0.3377348533104753,-0.2655672122622309,2.0537036742260617,-0.4360660857007763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1439,2.3627645676953635,1.5521091514395313,-1.2435052885093427,-1.080907857990165,-0.8329599932561645,2.2476836789283356,-0.2655672122622309,-0.7883052343020304,-0.4360660857007763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1448,0.8697011680970353,1.1665782629141317,0.5640408567912981,0.4942450698748568,-0.10137661244004366,-0.3377348533104753,-0.6196568286118721,1.3722863335848234,-0.6862654615553619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1451,2.042655513321387,2.4195536506216806,-0.8783488889895457,2.0941428614077346,-0.6599315498083125,-0.3377348533104753,-0.2655672122622309,2.2919227445315355,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1455,-0.728507541332161,-1.0502243461069165,-0.4132352306305183,-0.7524590488972471,0.004302738302135866,-0.3377348533104753,0.4426120204370515,-0.5694760883237464,-0.6246679416800466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1465,0.27387774572211565,1.2629609850454817,-0.22685628954444081,-0.1737032189613251,-0.23075624627835417,-0.3377348533104753,0.0885224040874103,0.7130289064603731,-0.5965636130277995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C1468,0.1663958734505615,0.3955164858633324,0.046654376882320964,-0.1503602674649451,-0.5925153564574138,-0.3377348533104753,-0.9737464449615132,0.0537714793359229,-0.6862654615553619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1470,-0.11165505699106767,0.10636831946928263,0.16402923346626513,-0.17232858073457608,-0.4459031211043309,-0.3377348533104753,-0.6196568286118721,0.25044071179741856,-0.5490624380419535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1476,-0.6794397300777558,-0.6646934575815168,-1.23728481195759,-0.9140454003485037,-0.4429812217071382,-0.3377348533104753,0.4426120204370515,-1.2398134722065908,-0.1310495911823402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1487,-0.45279317333121777,0.20275104160063254,1.1344471548881245,0.27097478228758537,-0.2873651721380616,-0.3377348533104753,1.504880869485975,-0.29524715855349193,2.0223598900897355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
