,단지코드,총세대수,임대건물구분,지역,공가수,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수,국민임대A,국민임대B,공공임대(50년)A,영구임대C,임대상가D,영구임대E,영구임대F,국민임대E,국민임대G,국민임대H,공공임대(10년)A,공공임대(분납)A,장기전세A,영구임대I,공공분양D,영구임대A,행복주택J,행복주택K,행복주택L,공공임대(5년)A,행복주택M,행복주택N,행복주택O,평균면적,평균임대보증금,평균임대료
973,C2514,501,아파트,경상남도,10.0,0.0,1.0,405.0,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6617365269461,15680107.784431137,151049.54091816366
979,C1368,896,아파트,경상북도,29.0,0.0,10.0,900.0,861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.54075892857143,20302004.464285713,172256.11607142858
983,C1057,521,아파트,경상북도,24.0,0.0,4.0,521.0,521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.51197696737044,19493573.896353167,165445.45105566218
987,C2336,458,아파트,경상북도,13.0,0.0,2.0,399.0,562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66864628820961,19397978.165938865,131888.29694323143
994,C1026,290,아파트,경상북도,10.0,0.0,2.0,205.0,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.819655172413796,23840586.20689655,106214.4827586207
996,C2256,409,아파트,경상남도,7.0,0.0,1.0,316.0,344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66513447432763,12630684.596577017,111311.19804400978
1001,C1900,586,아파트,전라북도,2.0,0.0,2.0,472.0,596.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3977133105802,15427174.061433448,99595.97269624574
1009,C2666,1084,아파트,부산광역시,23.0,0.0,1.0,837.0,701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.768634686346864,19226422.509225093,135929.24354243543
1015,C2361,1174,아파트,경기도,9.0,0.0,4.0,1026.0,1117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.012487223168655,37314724.02044293,261499.65928449744
1026,C1642,270,아파트,전라남도,14.0,0.0,6.0,222.0,297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.70399999999999,15257444.444444444,94520.0
1033,C1013,1308,아파트,광주광역시,16.0,0.0,6.0,1119.0,1665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9525,24830898.318042815,134092.21712538227
1038,C2232,355,아파트,광주광역시,13.0,0.0,3.0,354.0,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91650704225352,29255523.943661973,162351.32394366196
1042,C1973,384,아파트,광주광역시,15.0,0.0,3.0,384.0,457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.48421875,35304937.5,197789.6875
1045,C2458,853,아파트,광주광역시,28.0,0.0,3.0,853.0,910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65764361078546,60961946.072684646,84932.64947245018
1052,C2574,996,아파트,광주광역시,14.0,0.0,6.0,895.0,826.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.47403614457832,24448795.180722892,133267.2891566265
1061,C2133,355,아파트,광주광역시,10.0,0.0,3.0,330.0,328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.50135211267606,25442622.53521127,138144.70422535212
1067,C2096,492,아파트,광주광역시,11.0,0.0,2.0,347.0,525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.28142276422764,15343967.479674798,88352.19512195123
1074,C2010,861,아파트,광주광역시,15.0,0.0,3.0,608.0,690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91689895470383,19087425.087108012,93854.49477351917
1079,C1879,711,아파트,광주광역시,12.0,0.0,2.0,573.0,713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.418537271448656,22300485.23206751,122946.99015471168
1084,C1131,901,아파트,광주광역시,10.0,0.0,7.0,668.0,1019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.42657047724751,19768334.073251944,160252.98557158714
1088,C1468,815,아파트,광주광역시,17.0,0.0,1.0,574.0,810.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.49868711656442,19719720.245398775,108933.84049079755
1093,C1213,312,아파트,전라북도,8.0,0.0,6.0,224.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.82759615384615,15597048.076923076,90358.26923076923
1099,C1173,571,아파트,충청남도,7.0,0.0,2.0,483.0,609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.38374781085814,18327905.429071803,143310.0700525394
1108,C2492,594,아파트,경상북도,23.0,0.0,5.0,480.0,585.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.25424242424242,17154939.393939395,129973.53535353535
1113,C2032,944,아파트,경상남도,23.0,0.0,1.0,958.0,1162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5442372881356,30172037.076271188,181031.55720338982
1121,C2094,410,아파트,경상남도,16.0,0.0,20.0,402.0,318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.59039024390244,15658646.341463415,109621.46341463414
1128,C1880,635,아파트,경상남도,15.0,0.0,20.0,508.0,761.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.358488188976374,23546683.464566927,134964.94488188977
1132,C2089,962,아파트,경상남도,27.0,0.0,1.0,873.0,572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.25336798336799,18164486.486486487,134795.80041580042
1138,C1744,822,아파트,경기도,13.0,0.0,2.0,827.0,979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.59184914841849,29377985.401459854,217494.62287104622
1143,C2046,1129,아파트,경기도,10.0,0.0,4.0,1137.0,1306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.63294065544729,26215203.72010629,219095.473870682
1149,C2071,1479,아파트,경기도,21.0,0.0,3.0,1488.0,1398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.03706558485464,21767640.97363083,181643.61054766734
1158,C2635,330,아파트,경기도,1.0,0.0,3.0,259.0,442.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.230000000000004,32447272.727272727,271656.36363636365
1163,C2390,386,아파트,경기도,4.0,0.0,4.0,299.0,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0100518134715,33912176.16580311,284130.36269430054
1167,C2561,456,아파트,경기도,7.0,1.0,4.0,399.0,441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.92526315789473,20109052.63157895,237671.05263157896
1171,C1663,642,아파트,대전광역시,3.0,1.0,5.0,567.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.58989096573209,18265757.009345796,248546.82242990655
1175,C2490,302,아파트,대구광역시,4.0,0.0,2.0,217.0,340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.61721854304636,24228079.470198676,211895.09933774834
1177,C2066,757,아파트,대구광역시,22.0,0.0,2.0,660.0,503.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.72124174372524,15892960.36988111,128652.41743725231
1187,C1585,705,아파트,대구광역시,12.0,1.0,3.0,502.0,718.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.20327659574468,22080608.510638297,184876.68085106384
1191,C2276,1072,아파트,대전광역시,18.0,0.0,4.0,894.0,1159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.41807835820895,19366975.746268656,181684.12313432837
1194,C1155,375,아파트,대전광역시,9.0,1.0,10.0,454.0,373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.25538666666668,35456224.0,203298.66666666666
1197,C1693,853,아파트,대전광역시,20.0,0.0,6.0,862.0,1087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.28198124267292,33538214.536928486,208619.51934349356
1201,C1889,1018,아파트,경기도,14.0,0.0,2.0,788.0,808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85160117878193,17528426.326129667,122603.44793713163
1205,C2518,341,아파트,강원도,11.0,0.0,2.0,240.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.400058651026384,20705607.038123168,176975.10263929618
1207,C1962,416,아파트,강원도,9.0,0.0,3.0,296.0,401.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.738365384615385,20988326.923076924,198923.89423076922
1211,C1666,708,아파트,전라남도,20.0,0.0,4.0,638.0,465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.18211864406779,17114576.27118644,117015.25423728813
1220,C1537,662,아파트,충청남도,17.0,0.0,3.0,546.0,669.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.61359516616314,27598906.344410878,131515.58912386707
1224,C1329,1002,아파트,부산광역시,30.0,0.0,2.0,775.0,554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.68808383233534,18635710.578842316,134974.39121756487
1232,C1762,462,아파트,전라북도,4.0,0.0,2.0,325.0,460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.853376623376626,20574181.818181816,114705.1948051948
1235,C2008,781,아파트,경기도,7.0,2.0,5.0,663.0,548.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.795723431498075,24604444.302176695,233325.48015364917
1245,C1319,496,아파트,경상남도,16.0,0.0,1.0,428.0,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.82072580645162,13917052.41935484,123662.45967741935
1251,C1141,630,아파트,경상남도,28.0,0.0,2.0,637.0,620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09266666666666,16137661.904761905,102429.90476190476
1257,C2340,512,아파트,서울특별시,15.0,0.0,3.0,362.0,382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.82,32454000.0,281700.0
1258,C1929,492,아파트,충청남도,19.0,0.0,4.0,426.0,413.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.07544715447154,20217191.05691057,151560.36585365853
1264,C1681,534,아파트,경기도,9.0,0.0,7.0,465.0,520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.572172284644196,29979161.04868914,223034.1573033708
1272,C1184,458,아파트,경기도,4.0,0.0,3.0,403.0,488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07947598253275,29088925.76419214,219085.28384279477
1279,C2383,762,아파트,경기도,14.0,0.0,3.0,661.0,832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.398543307086605,32972590.551181104,237073.43832020997
1288,C1579,1005,아파트,경기도,12.0,0.0,2.0,882.0,1158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.70027860696517,33510525.37313433,239459.99004975124
1297,C2173,775,아파트,경기도,4.0,1.0,2.0,665.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.984967741935485,38629402.58064516,265181.67741935485
1305,C1911,890,아파트,부산광역시,21.0,1.0,2.0,985.0,831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.39570786516854,30996505.61797753,252480.22471910113
1311,C1638,494,아파트,전라북도,10.0,0.0,6.0,358.0,413.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.342995951417,21343514.170040485,107695.68825910932
1316,C2412,571,아파트,전라남도,10.0,0.0,2.0,492.0,487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66140105078809,18945213.660245184,119961.59369527145
1321,C1871,550,아파트,전라남도,15.0,0.0,4.0,385.0,408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.43630909090909,13288996.363636363,80898.12727272727
1327,C1309,383,아파트,전라남도,15.0,0.0,4.0,385.0,446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39720626631854,18461600.522193212,100560.75718015665
1334,C1527,996,아파트,경상북도,23.0,0.0,4.0,834.0,1150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.64704819277108,18550648.59437751,150298.7550200803
1339,C2208,882,아파트,경기도,16.0,0.0,2.0,755.0,840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.09319727891157,28291265.30612245,198173.92290249432
1347,C1940,615,아파트,경기도,16.0,0.0,2.0,527.0,709.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.552243902439024,33130278.048780486,224454.0
1353,C2596,470,아파트,경기도,15.0,1.0,7.0,405.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.07817021276596,29870174.468085106,206153.31914893616
1360,C2227,477,아파트,경기도,9.0,0.0,8.0,413.0,505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.119559748427676,28212664.570230607,197062.95597484277
1367,C2563,496,아파트,경기도,9.0,0.0,2.0,425.0,449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6129435483871,14291794.35483871,168340.40322580645
1371,C2358,1260,아파트,경상남도,24.0,0.0,8.0,941.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.03387301587301,20669165.07936508,131897.52380952382
1377,C1492,390,아파트,경기도,15.0,0.0,2.0,334.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.80823076923077,12186564.102564102,73171.38461538461
1384,C1601,330,아파트,경기도,13.0,0.0,4.0,335.0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.055181818181815,25988327.272727273,177714.81818181818
1390,C1687,773,아파트,경기도,26.0,0.0,3.0,779.0,349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.464501940491594,20129631.306597672,137852.14747736094
1401,C1236,1124,아파트,경기도,29.0,0.0,2.0,1129.0,657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.72097864768684,21979074.733096085,150459.4128113879
1413,C1487,550,아파트,경기도,15.0,0.0,8.0,448.0,505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.492,25967000.0,143308.0
1415,C1379,324,아파트,경기도,10.0,0.0,2.0,270.0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.44629629629629,14436296.296296297,109723.70370370371
1419,C1386,1497,아파트,전라남도,15.0,0.0,5.0,1100.0,1145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.73445557782232,14608903.13961256,82487.65531062124
1432,C1656,531,아파트,전라남도,7.0,0.0,2.0,480.0,257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.52126177024482,16120862.52354049,119227.58945386064
1440,C2526,355,아파트,경상북도,16.0,0.0,2.0,291.0,321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.407633802816896,15630659.154929578,109412.81690140846
1445,C1022,389,아파트,경기도,4.0,0.0,4.0,352.0,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9,24665000.0,221980.0
1449,C1896,712,아파트,경기도,3.0,0.0,2.0,658.0,845.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.92391853932585,25734095.505617976,222230.14044943822
1455,C1269,561,아파트,경기도,1.0,0.0,3.0,572.0,643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.121069518716574,20079673.796791445,210895.08021390374
1459,C1916,816,아파트,경기도,2.0,1.0,4.0,822.0,752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.98178921568628,20703036.76470588,210027.47549019608
1463,C2070,898,아파트,경기도,6.0,0.0,3.0,909.0,735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.277193763919826,22199692.650334075,231190.3118040089
1468,C1967,581,아파트,경기도,6.0,0.0,3.0,530.0,639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.76638554216867,15373843.373493975,180346.8674698795
1472,C2021,851,아파트,경기도,7.0,0.0,3.0,771.0,902.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.693008225616914,16931710.928319626,198826.6627497062
1484,C1143,693,아파트,경기도,3.0,1.0,11.0,717.0,632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.679898989898994,16995676.767676767,179170.9090909091
1487,C2188,136,아파트,경기도,3.0,0.0,2.0,136.0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.42,19221000.0,175780.0
1488,C2651,225,아파트,경기도,5.0,0.0,2.0,277.0,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.830177777777784,20773004.444444444,193106.53333333333
1490,C2657,866,아파트,경기도,7.0,0.0,4.0,692.0,782.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.035588914549656,31637011.54734411,219201.40877598152
1497,C2527,383,아파트,경기도,8.0,0.0,3.0,317.0,375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91657963446475,31713441.25326371,219010.62663185378
1502,C2262,720,아파트,울산광역시,30.0,0.0,4.0,581.0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.331319444444446,23855869.444444444,190589.33333333334
1510,C1084,280,아파트,경상북도,2.0,0.0,2.0,280.0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.63428571428571,16039200.0,109413.14285714286
1516,C2530,307,아파트,강원도,19.0,0.0,5.0,296.0,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.484332247557,32256602.60586319,286164.2996742671
1522,C1046,232,아파트,강원도,9.0,0.0,4.0,195.0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4475,17341500.0,191992.5
1525,C1761,602,아파트,강원도,18.0,0.0,2.0,715.0,730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.155780730897014,20254591.362126246,200635.74750830565
1531,C1102,522,아파트,강원도,21.0,0.0,7.0,525.0,417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.23758620689655,16273724.137931034,182689.3103448276
1537,C2420,457,아파트,대구광역시,3.0,1.0,8.0,537.0,505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.132975929978116,29287916.849015318,202103.47921225382
1544,C1122,808,아파트,대구광역시,7.0,2.0,2.0,728.0,1077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91507425742574,22401170.792079207,153264.3688118812
1551,C2042,712,아파트,대구광역시,13.0,2.0,7.0,641.0,757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.555028089887635,22962075.84269663,157078.91853932585
1556,C1375,757,아파트,경상남도,21.0,0.0,12.0,761.0,754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.71875825627477,27004665.785997357,163110.59445178334
1563,C1410,356,아파트,충청북도,10.0,0.0,3.0,550.0,815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.30741573033708,13765696.629213484,112590.67415730337
1566,C1641,283,아파트,경상남도,8.0,0.0,1.0,227.0,268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.53254416961131,11630911.660777384,101370.0
1570,C1706,467,아파트,경기도,7.0,1.0,5.0,403.0,362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7524625267666,26052852.248394005,218306.9164882227
1575,C1307,506,아파트,경기도,9.0,0.0,3.0,436.0,504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.66602766798419,33141411.067193676,237617.03557312253
1583,C2601,243,아파트,경기도,7.0,0.0,3.0,214.0,281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.78893004115226,45466283.95061728,301334.7736625514
1588,C1085,525,아파트,경기도,4.0,0.0,2.0,422.0,521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.288000000000004,15723885.714285715,132970.57142857142
1592,C2385,445,아파트,경기도,4.0,0.0,4.0,404.0,552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21719101123596,27762168.539325844,189772.35955056178
1596,C1059,514,아파트,전라북도,7.0,0.0,8.0,362.0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.08268482490272,16961961.089494165,103446.49805447471
1602,C2162,374,아파트,전라북도,7.0,0.0,1.0,281.0,347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.18133689839572,20227673.796791445,112360.69518716578
1605,C1819,330,아파트,전라남도,15.0,0.0,1.0,253.0,272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.26636363636364,18934272.727272727,126521.81818181818
1608,C2325,378,아파트,전라북도,3.0,0.0,1.0,265.0,293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8058201058201,14330439.153439153,84453.96825396825
1613,C2394,277,아파트,충청남도,20.0,0.0,2.0,222.0,254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25093862815885,54385896.750902526,60825.63176895307
1621,C1133,856,아파트,전라북도,10.0,0.0,3.0,777.0,842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.74202102803738,23492362.14953271,136829.8831775701
1627,C1281,646,아파트,전라북도,4.0,0.0,3.0,583.0,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.45137770897832,20164393.18885449,119394.65944272446
1632,C1194,511,아파트,제주특별자치도,3.0,0.0,4.0,413.0,585.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.38350293542074,20121144.81409002,236586.49706457925
1637,C2308,285,아파트,강원도,3.0,0.0,1.0,200.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.44863157894737,13390505.263157895,196200.2105263158
1640,C2036,256,아파트,강원도,2.0,0.0,1.0,199.0,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.057656249999994,19476710.9375,132089.765625
1644,C1394,466,아파트,전라북도,0.0,0.0,1.0,329.0,271.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.178047210300434,12493364.806866953,92245.30042918454
1648,C1180,314,아파트,전라북도,15.0,0.0,1.0,241.0,311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.98095541401274,18010910.82802548,102080.31847133758
1651,C2503,382,아파트,제주특별자치도,7.0,0.0,2.0,306.0,327.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.21651832460733,15003382.19895288,120723.4554973822
1657,C1907,212,아파트,제주특별자치도,7.0,0.0,3.0,163.0,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.42330188679246,12333415.094339622,103278.82075471699
1663,C2181,872,아파트,충청북도,15.0,0.0,6.0,733.0,683.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.63519495412844,12199112.385321101,112914.47247706422
1669,C1768,508,아파트,충청북도,4.0,0.0,1.0,370.0,670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.846102362204725,15762688.976377953,149560.6692913386
1671,C1783,594,아파트,대구광역시,16.0,1.0,6.0,596.0,570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.109292929292934,25853595.95959596,176619.19191919192
1676,C2192,514,아파트,충청북도,16.0,0.0,2.0,442.0,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.017470817120625,11841260.700389106,102705.87548638132
1681,C2346,558,아파트,충청북도,12.0,0.0,3.0,449.0,553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.23283154121864,16074569.892473118,140073.7634408602
